ID	GeneRef	Chr	Symbol	Average log fold-change
ILMN_2382488	NM_001012759.1	16	C16orf84	1.31
ILMN_1681249	NM_017641.2	12	KIF21A	1.31
ILMN_1680380	XM_939199.1		ATXN2L	1.30
ILMN_2098297	NM_018059.3	7	FLJ10324	1.30
ILMN_1743836	NM_001008528.1	17	MXRA7	1.30
ILMN_1830878				1.30
ILMN_1775441	NM_031305.2	4	ARHGAP24	1.30
ILMN_1712865	NM_001010846.1	1	SHE	1.30
ILMN_1659306	NM_021738.2	10	SVIL	1.30
ILMN_1722089	NM_152553.2	6	RNF217	1.30
ILMN_1713875	NM_198175.1	17	NME1	1.30
ILMN_2352633	NM_001042669.1	4	ARHGAP24	1.30
ILMN_1668634	NM_033632.2	4	FBXW7	1.29
ILMN_1662949	NM_001014980.1	1	FAM132A	1.29
ILMN_1698445	NM_053016.4	9	PALM2	1.29
ILMN_1764723	NM_001017995.1	5	SH3PXD2B	1.29
ILMN_1793302	NM_018669.4	21	WDR4	1.29
ILMN_2151522	NM_031461.3	8	CRISPLD1	1.29
ILMN_1676625	NM_198935.1	20	SS18L1	1.29
ILMN_1708916	NM_032512.2	X	PDZD4	1.28
ILMN_1810053	NM_004731.3	12	SLC16A7	1.28
ILMN_1680805	NM_173064.1	1	IL28RA	1.28
ILMN_2082324	NM_152313.2	11	SLC36A4	1.28
ILMN_2211780	NM_001151.2	4	SLC25A4	1.28
ILMN_1715543	NM_001037161.1	14	ACOT1	1.28
ILMN_2116299	NM_024869.2	1	GRRP1	1.28
ILMN_1727165	XM_934218.1	1	LOC644852	1.27
ILMN_2366330	NM_031471.4	11	FERMT3	1.27
ILMN_2309926	NM_024630.2	6	ZDHHC14	1.27
ILMN_1779674	NM_002841.2	3	PTPRG	1.27
ILMN_2234412	NM_005078.1	15	TLE3	1.27
ILMN_1770244	NM_006807.3	17	CBX1	1.27
ILMN_1872852				1.27
ILMN_2242299	NM_001042478.1	1	AJAP1	1.27
ILMN_1810486	NM_031934.3	17	RAB34	1.27
ILMN_1707448	NM_016507.1	17	CRKRS	1.26
ILMN_1735499	NM_080927.3	3	DCBLD2	1.26
ILMN_1721729	NM_004774.2	17	PPARBP	1.26
ILMN_2269564	NM_016374.5	1	ARID4B	1.26
ILMN_2086981	NM_002699.3	1	POU3F1	1.26
ILMN_1672596	NM_014567.2	16	BCAR1	1.26
ILMN_1677800	NM_003021.3	19	SGTA	1.26
ILMN_1776428	NM_004760.2	7	STK17A	1.26
ILMN_1751395	NM_023008.3	19	KRI1	1.26
ILMN_1711988	NM_022055.1	2	KCNK12	1.26
ILMN_1770473	XM_930394.1	2	LOC647326	1.26
ILMN_1668270	NM_032283.1	1	ZDHHC18	1.26
ILMN_1688755	NM_014911.3	2	AAK1	1.26
ILMN_1859528				1.25
ILMN_1748141	NM_130847.1	11	AMOTL1	1.25
ILMN_2349982	NM_033136.1	5	FGF1	1.25
ILMN_1725791	NM_014241.3	10	PTPLA	1.25
ILMN_1771139	NM_024735.2	16	FBXO31	1.25
ILMN_2367671	NM_016733.2	22	LIMK2	1.25
ILMN_1788254	XM_001126125.1		PGAM5	1.24
ILMN_1701165	XM_940124.1		BCL7C	1.24
ILMN_1653274	NM_153183.2	X	NUDT10	1.24
ILMN_2124757	NR_002229.1	2	RPL23AP13	1.24
ILMN_2044645	NM_033377.1	19	CGB1	1.24
ILMN_1709026	XM_937537.2		C6orf145	1.24
ILMN_1791569	NM_032242.2	3	PLXNA1	1.24
ILMN_1811954	NM_013960.2	8	NRG1	1.24
ILMN_2389347	NM_001020825.1	5	NR3C1	1.24
ILMN_1787628	NM_006392.2	20	NOL5A	1.23
ILMN_2309615	NM_002782.3	19	PSG6	1.23
ILMN_2400326	NM_003582.2	1	DYRK3	1.23
ILMN_2406084	NM_012211.3	15	ITGA11	1.23
ILMN_1912997				1.23
ILMN_1748907	NM_145053.4	11	UBQLNL	1.23
ILMN_1814629	NM_001010888.2	X	ZC3H12B	1.23
ILMN_1742330	NM_002673.3	3	PLXNB1	1.22
ILMN_1728445	NM_000596.2	7	IGFBP1	1.22
ILMN_2106573	NM_198459.3	1	DENND2C	1.22
ILMN_2075603	NM_145015.2	11	MRGPRF	1.22
ILMN_1811765	NM_021599.1	5	ADAMTS2	1.22
ILMN_2112049	NM_001080849.1	9	DNLZ	1.22
ILMN_1696302	NM_001444.1	8	FABP5	1.22
ILMN_1710001	NM_001035267.1	12	RPL41	1.22
ILMN_1670821	NM_001005852.2	Y	CYorf15A	1.22
ILMN_1793630	NM_005070.2		SLC4A3	1.22
ILMN_1746661	NM_001007234.1	5	ERCC8	1.22
ILMN_1787511	NM_025264.3	2	THUMPD2	1.22
ILMN_2311796	NM_152829.1	7	TES	1.22
ILMN_2093427	NM_138356.2	15	SHF	1.21
ILMN_1674838	NM_207519.1	2	ZAP70	1.21
ILMN_2354334	NM_017492.2	16	ATXN2L	1.21
ILMN_1664761	NM_016464.3	11	TMEM138	1.21
ILMN_1689353	NM_017413.3	X	APLN	1.20
ILMN_1815114	NM_207477.1	22	FLJ27365	1.20
ILMN_1796377	NM_001001872.2	14	C14orf37	1.20
ILMN_1654493	XM_939742.2		LOC649169	1.19
ILMN_1784577	NM_016265.3	7	ZNF12	1.19
ILMN_1870111				1.19
ILMN_1666364	NM_144576.3	12	COQ10A	1.19
ILMN_1784822	NM_033215.3	X	PPP1R3F	1.19
ILMN_1679460	NM_003622.2	12	PPFIBP1	1.19
ILMN_1714296	NM_020877.2	17	DNAH2	1.19
ILMN_1657870	NM_005158.3	1	ABL2	1.19
ILMN_2207419	NM_182540.3	X	DDX26B	1.19
ILMN_1836486				1.18
ILMN_2078466	NM_173543.1	3	DZIP1L	1.18
ILMN_2226271	NM_005543.2	19	INSL3	1.18
ILMN_1683786	NM_001011537.1	3	FYTTD1	1.18
ILMN_1764396	NM_006037.3	2	HDAC4	1.18
ILMN_1668417	NM_003387.3	2	WASPIP	1.18
ILMN_1702715	NM_004992.2	X	MECP2	1.17
ILMN_1888593				1.17
ILMN_2222991	NM_004730.1	5	ETF1	1.17
ILMN_1911196				1.17
ILMN_1815102	NM_000229.1	16	LCAT	1.17
ILMN_2150095	NR_003276.1	16	CES4	1.17
ILMN_1698463	NM_012218.2	19	ILF3	1.17
ILMN_1807689	NM_022062.2	11	PKNOX2	1.17
ILMN_1734542	NM_002557.3	1	OVGP1	1.16
ILMN_1744471	NM_018293.1	3	ZNF654	1.16
ILMN_1799026	NM_019035.2	4	PCDH18	1.16
ILMN_1656395	NM_006790.1	5	MYOT	1.16
ILMN_1665492	NM_052918.3	10	SORCS1	1.16
ILMN_1771048	XM_001128002.1	5	LOC728153	1.16
ILMN_1747934	NM_016368.3	19	ISYNA1	1.16
ILMN_2250445	NM_134269.1	22	SMTN	1.15
ILMN_1768273	NM_015029.1	8	POP1	1.15
ILMN_1656274	NM_032864.3	1	PRPF38A	1.15
ILMN_1809002	NM_001005387.1	1	NFASC	1.15
ILMN_1702407	NM_006717.2	9	SPIN1	1.15
ILMN_1742738	NM_001013615.1	1	C1orf190	1.15
ILMN_1739086	NR_002439.1	22	SNORD43	1.15
ILMN_1760315	NM_152718.2	11	VWCE	1.14
ILMN_1750167	NM_025263.2	6	PRR3	1.14
ILMN_1716999	NM_182572.3	19	ZSCAN1	1.14
ILMN_1725485	NM_012419.4	6	RGS17	1.14
ILMN_1660732	NM_181676.1	5	PPP2R2B	1.14
ILMN_1691798	NM_019591.2	12	ZNF26	1.14
ILMN_1656718	NM_017702.2	16	DEF8	1.14
ILMN_1679092	NM_016370.1	X	RAB9B	1.14
ILMN_1683475	NM_006114.1	19	TOMM40	1.14
ILMN_1801822	NM_001008239.2	18	C18orf25	1.14
ILMN_2061768	NM_032580.1	17	HES7	1.14
ILMN_1737208	NM_006179.3	19	NTF5	1.14
ILMN_1708064	NM_002375.3	3	MAP4	1.14
ILMN_2284591	NM_025136.1	19	OPA3	1.13
ILMN_2313158	NM_207295.1	3	MBNL1	1.13
ILMN_1913678				1.12
ILMN_1807072	NM_001012511.1	17	GOSR2	1.12
ILMN_1684802	NM_006951.3	10	TAF5	1.11
ILMN_1670383	NM_032457.2	4	PCDH7	1.11
ILMN_1735548	NM_002114.2	6	HIVEP1	1.11
ILMN_2362368	NM_001025203.1	21	U2AF1	1.11
ILMN_1773650	NM_001099660.1	7	LRRN3	1.11
ILMN_1679501	NM_177559.2	20	CSNK2A1	1.10
ILMN_2215656	NM_002370.2	1	MAGOH	1.10
ILMN_1807304	NM_207296.1	3	MBNL1	1.10
ILMN_1732550	NM_144711.3	2	KLHL23	1.10
ILMN_1699071	NM_020152.2	21	C21orf7	1.10
ILMN_1667319	NM_022737.1	19	LPPR2	1.10
ILMN_1889752				1.10
ILMN_1666625	NM_020816.1	1	KIF17	1.10
ILMN_1809601	NM_053284.2	16	WFIKKN1	1.09
ILMN_2292123	NM_005713.1	5	COL4A3BP	1.09
ILMN_2130838	NM_016037.2	1	UTP11L	1.09
ILMN_1708101	NM_032737.2	19	LMNB2	1.09
ILMN_1716237	NM_006821.4	14	ACOT2	1.08
ILMN_2364062	NM_005782.2	17	THOC4	1.08
ILMN_1677032	NM_004415.2	6	DSP	1.08
ILMN_2207170	NM_024949.4	4	WWC2	1.07
ILMN_1785406	NM_004538.3	X	NAP1L3	1.07
ILMN_1745784	NM_014347.1	19	ZNF324	1.07
ILMN_1742151	NM_013985.1	5	NRG2	1.07
ILMN_1809034	NM_176818.1	12	GATC	1.06
ILMN_1909886				1.06
ILMN_1903822				1.06
ILMN_1656933	NM_198478.1	19	NKPD1	1.06
ILMN_1679595	NM_002088.3	19	GRIK5	1.06
ILMN_1769013	NM_001671.2	17	ASGR1	1.06
ILMN_2205350	NM_014165.1	6	C6orf66	1.05
ILMN_1659976	NM_006831.1	11	CLP1	1.05
ILMN_1861896				1.04
ILMN_1814799	NM_001024212.1	1	S100A13	1.04
ILMN_1732767	NM_002813.4	12	PSMD9	1.03
ILMN_1659874	NM_020706.1	21	SFRS15	1.03
ILMN_1685580	NM_170662.3	3	CBLB	1.03
ILMN_1823231				1.01
ILMN_1804834	NM_145063.2	6	C6orf130	-1.01
ILMN_1796537	NM_001465.3	5	FYB	-1.02
ILMN_1846517				-1.02
ILMN_1808356	NM_021806.1	X	FAM3A	-1.03
ILMN_1813091	NM_001177.3	12	ARL1	-1.03
ILMN_1805175	NM_001099691.1	2	TGFA	-1.03
ILMN_2320513	NM_133173.2	5	APBB3	-1.03
ILMN_2358474	NM_024022.1	21	TMPRSS3	-1.04
ILMN_1742260	NM_006751.4	2	SSFA2	-1.04
ILMN_2386016	NM_080592.2	2	C2orf28	-1.04
ILMN_1694323	NM_001003722.1	9	GLE1	-1.05
ILMN_1814622	NM_017676.1	5	FLJ20125	-1.06
ILMN_1663444	NM_022165.2	19	LIN7B	-1.06
ILMN_1801377	NM_153247.1	7	SLC29A4	-1.06
ILMN_2339627	NM_199444.1	19	COPE	-1.06
ILMN_1754811	NM_030793.3	5	FBXO38	-1.06
ILMN_1810147	NM_153219.2	19	ZNF524	-1.06
ILMN_2199439	NM_000067.1	8	CA2	-1.07
ILMN_1806415	NM_012263.3	22	TTLL1	-1.07
ILMN_1774584	NM_080592.2	2	C2orf28	-1.08
ILMN_1723414	NM_012260.2	3	HACL1	-1.08
ILMN_1705861	NM_005498.3	19	AP1M2	-1.08
ILMN_1785113	NM_000255.1	6	MUT	-1.08
ILMN_1654812	NM_030930.2	11	UNC93B1	-1.09
ILMN_1762426	NM_176815.3	3	DHFRL1	-1.09
ILMN_1727458	NM_004964.2	1	HDAC1	-1.09
ILMN_1715569	NM_016053.2	12	CCDC53	-1.10
ILMN_1741392	NM_000387.3	3	SLC25A20	-1.10
ILMN_2324157	NM_198195.1	3	UBA3	-1.10
ILMN_1756898	NM_020312.1	16	COQ9	-1.10
ILMN_2366246	NM_032985.4	20	SEC23B	-1.10
ILMN_1740772	NM_133172.2	5	APBB3	-1.11
ILMN_2389064	NM_197955.1	15	C15orf48	-1.11
ILMN_2234343	NM_016361.2	1	ACP6	-1.11
ILMN_2400292	NM_002752.3	5	MAPK9	-1.11
ILMN_1654552	NM_005830.2	13	MRPS31	-1.11
ILMN_1743208	NM_152905.2	12	NEDD1	-1.11
ILMN_1727524	NM_003816.2	8	ADAM9	-1.11
ILMN_1658802	NM_173852.3	1	KRTCAP2	-1.11
ILMN_1703754	NM_032142.2	18	CEP192	-1.11
ILMN_2392370	NM_001077186.1	19	MYH14	-1.11
ILMN_1800008	NM_000019.2	11	ACAT1	-1.12
ILMN_1735463	NM_017820.3	9	FLJ20433	-1.12
ILMN_1663685	NM_005675.2	22	DGCR6	-1.12
ILMN_1736481	NM_024077.3	9	SECISBP2	-1.12
ILMN_2391355	NM_006463.3	2	STAMBP	-1.12
ILMN_1661173	NM_016213.3	15	TRIP4	-1.12
ILMN_1710844	XM_001127571.1		PARP10	-1.12
ILMN_2342903	NM_005716.2	19	GIPC1	-1.12
ILMN_1667670	NM_014252.1	13	SLC25A15	-1.12
ILMN_2330845	NM_006178.1	17	NSF	-1.12
ILMN_2316173	NM_001283.2	7	AP1S1	-1.13
ILMN_1776327	XM_001125827.1	1	LOC727820	-1.13
ILMN_1813456	NM_001001939.1	10	PCBD1	-1.13
ILMN_1658579	NM_176095.1	17	CDK5RAP3	-1.13
ILMN_1798311	NM_015884.1	X	MBTPS2	-1.13
ILMN_1793894	NM_015391.2	3	ANAPC13	-1.13
ILMN_1711909	NM_018217.1	20	EDEM2	-1.13
ILMN_1793360	NM_199295.1	1	APITD1	-1.13
ILMN_1672843	NM_012180.2	4	FBXO8	-1.13
ILMN_2230862	NM_004130.2	3	GYG1	-1.13
ILMN_2189614	NM_025190.2	2	ANKRD36B	-1.13
ILMN_1754489	NM_032875.1	17	FBXL20	-1.13
ILMN_1683992	NM_017897.1	3	OXSM	-1.13
ILMN_1774066	NM_032928.2	9	TMEM141	-1.13
ILMN_1741032	NM_014606.1	4	HERC3	-1.13
ILMN_1808333	NM_002712.1	2	PPP1R7	-1.13
ILMN_2384237	NM_017720.2	19	STAP2	-1.14
ILMN_1732688	NM_001025248.1	15	DUT	-1.14
ILMN_2263466	NM_000018.2	17	ACADVL	-1.14
ILMN_1713147	NM_006337.3	12	MCRS1	-1.14
ILMN_1674866	NM_006354.2	3	TADA3L	-1.14
ILMN_2289093	NM_020954.2	17	KIAA1618	-1.14
ILMN_1728471	NM_006421.3	8	ARFGEF1	-1.14
ILMN_1695917	NM_020199.1	5	C5orf15	-1.14
ILMN_2049693	NM_019021.1	11	C11orf71	-1.14
ILMN_1712400	NM_004568.4	6	SERPINB6	-1.15
ILMN_1778104	NM_000016.2	1	ACADM	-1.15
ILMN_1811648	NM_024819.3	17	DCAKD	-1.15
ILMN_1694776	NM_002979.3	1	SCP2	-1.15
ILMN_1728057	NM_145267.2	6	C6orf57	-1.15
ILMN_1699931	NM_001007469.1	19	HCST	-1.15
ILMN_2296950	NM_001006666.1	22	APOBEC3F	-1.15
ILMN_2397571	NM_153747.1	1	PIGC	-1.16
ILMN_1776094	NM_024664.2	1	PPCS	-1.16
ILMN_2129273	NM_003162.2	2	STRN	-1.16
ILMN_1690524	NM_005638.3	X	VAMP7	-1.16
ILMN_1676197	NM_032832.4	6	LRP11	-1.16
ILMN_1756006	NM_015104.1	11	ATG2A	-1.16
ILMN_1687351	NM_023039.2	5	ANKRA2	-1.16
ILMN_1669102	NM_005176.5	12	ATP5G2	-1.16
ILMN_1771870	NM_174905.2	19	FAM98C	-1.16
ILMN_1694847	NM_017489.1	8	TERF1	-1.16
ILMN_1779530	NM_020751.1	13	COG6	-1.16
ILMN_1662795	NM_000067.1	8	CA2	-1.16
ILMN_1815656	NM_006811.2	20	SERINC3	-1.16
ILMN_1755077	NM_014320.2	6	HEBP2	-1.16
ILMN_1684042	NM_005868.4	7	BET1	-1.17
ILMN_1738955	NM_173473.2	10	C10orf104	-1.17
ILMN_1838691				-1.17
ILMN_1739253	NM_006463.3	2	STAMBP	-1.17
ILMN_1803676	NM_017512.2	18	ENOSF1	-1.17
ILMN_1738921	NM_001607.2	3	ACAA1	-1.17
ILMN_1777526	NM_004275.3	6	MED20	-1.17
ILMN_1767691	NM_032353.2	17	VPS25	-1.17
ILMN_1785731	NM_016431.3	22	MAPK8IP2	-1.17
ILMN_1673798	NM_000309.2	1	PPOX	-1.17
ILMN_1778845	NM_022074.2	11	FAM111A	-1.18
ILMN_1793671	NM_006286.1	3	TFDP2	-1.18
ILMN_1744959	NM_002504.3	9	NFX1	-1.18
ILMN_1675239	NM_005001.2	19	NDUFA7	-1.18
ILMN_2048982	NM_006977.2	14	ZBTB25	-1.18
ILMN_1769771	NM_001013653.1	9	LOC389816	-1.18
ILMN_1680353	NM_006178.1	17	NSF	-1.18
ILMN_1723632	NM_153747.1	1	PIGC	-1.19
ILMN_1691946	NM_199133.2	5	LOC134145	-1.19
ILMN_1779401	NM_007236.3	15	CHP	-1.19
ILMN_1657631	NM_017720.2	19	STAP2	-1.19
ILMN_1702265	NM_032124.4	18	HDHD2	-1.19
ILMN_1678766	NM_006519.1	6	DYNLT1	-1.19
ILMN_1798108	NM_024573.1	6	C6orf211	-1.19
ILMN_1777449	NM_001099222.1	9	IFT74	-1.19
ILMN_1772821	XM_371461.4	22	KIAA1671	-1.19
ILMN_2257607	NM_178006.1	13	STARD13	-1.19
ILMN_1712678	NM_015920.3	15	RPS27L	-1.20
ILMN_1784227	NM_006337.3	12	MCRS1	-1.20
ILMN_1700549	NM_007175.5	8	ERLIN2	-1.20
ILMN_1751051	NM_001099858.1	7	C7orf25	-1.20
ILMN_1688606	NM_016125.3	17	RNFT1	-1.20
ILMN_2367477	NM_183420.1	8	FBXO25	-1.20
ILMN_1713037	NM_002626.4	21	PFKL	-1.21
ILMN_1732489	NM_001029998.2	4	SLC10A7	-1.21
ILMN_1812557	NM_176096.1	17	CDK5RAP3	-1.21
ILMN_1715680	NM_145043.1	8	NEIL2	-1.21
ILMN_1752526	NM_182757.2	6	RNF144B	-1.21
ILMN_2396571	NM_001080452.1	19	GPR108	-1.21
ILMN_1809267	NM_015127.2	1	CLCC1	-1.21
ILMN_1662232	NM_006400.3	12	DCTN2	-1.22
ILMN_1750178	XM_370557.3	10	LOC653450	-1.22
ILMN_1735552	NM_015074.2	1	KIF1B	-1.22
ILMN_1685289	NM_022744.1	16	C16orf58	-1.22
ILMN_1751345	NM_057089.2	7	AP1S1	-1.22
ILMN_2183856	NM_003270.2	X	TSPAN6	-1.22
ILMN_1665117	NM_152734.2	6	C6orf89	-1.22
ILMN_1755303	NM_006526.2	20	ZNF217	-1.22
ILMN_1693310	NM_030790.3	16	ITFG1	-1.22
ILMN_1671583	NM_013446.2	7	MKRN1	-1.22
ILMN_1767960	NM_024677.3	4	NSUN7	-1.22
ILMN_1688160	NM_182552.3	6	WDR27	-1.22
ILMN_1666827	NM_021942.4	4	C4orf41	-1.23
ILMN_1712944	NM_001130.5	19	AES	-1.23
ILMN_1690625	NM_015266.1	20	SLC9A8	-1.23
ILMN_1698072	NM_014889.2	10	PITRM1	-1.23
ILMN_1796835	NM_015485.4	1	RWDD3	-1.23
ILMN_1744244	NM_001382.2	11	DPAGT1	-1.23
ILMN_1765232	NM_018363.2	10	C10orf59	-1.23
ILMN_2268068	NM_001006618.1	9	MAPKAP1	-1.23
ILMN_2306565	NM_006554.3	2	MTX2	-1.23
ILMN_1725072	NM_207325.1	19	DPY19L3	-1.23
ILMN_1682910	NM_015948.2	6	SLC35B3	-1.23
ILMN_1788135	NM_199295.1	1	APITD1	-1.24
ILMN_2064917	NM_018046.3	5	AGGF1	-1.24
ILMN_1735979	NM_000709.2	19	BCKDHA	-1.24
ILMN_2160210	NM_002354.1	2	TACSTD1	-1.24
ILMN_1682864	NM_080861.3	16	SPSB3	-1.24
ILMN_1712806	NM_057089.2	7	AP1S1	-1.24
ILMN_1753265	NM_207435.1	12	FLJ40142	-1.25
ILMN_2325394	NM_172166.2	6	MSH5	-1.25
ILMN_2395285	NM_180703.1	12	U1SNRNPBP	-1.25
ILMN_1658144	NM_004239.1	14	TRIP11	-1.25
ILMN_1740903	NM_024033.1	7	C7orf49	-1.25
ILMN_1664776	NM_015137.3	8	EFR3A	-1.25
ILMN_1665775	NM_017898.3	1	MOSC2	-1.25
ILMN_1756541	NM_006454.2	4	MXD4	-1.25
ILMN_1718558	NM_022750.2	7	PARP12	-1.25
ILMN_1791396	NM_005675.3	22	DGCR6	-1.25
ILMN_1805177	NM_024935.2	18	KIAA1772	-1.25
ILMN_1771689	NM_018199.2	14	EXDL2	-1.25
ILMN_1743806	NM_020679.2	17	MIF4GD	-1.26
ILMN_1749180	NM_001034915.1	8	RBM35A	-1.26
ILMN_1720430	NM_024299.2	20	C20orf149	-1.26
ILMN_1838863				-1.26
ILMN_1667932	XM_942351.2		LOC652726	-1.26
ILMN_1692962	NM_005730.3	12	CTDSP2	-1.26
ILMN_2391345	NM_148178.1	9	C9orf23	-1.26
ILMN_1662896	NM_018117.10	10	BRWD2	-1.26
ILMN_1726466	NM_031219.2	9	HDHD3	-1.26
ILMN_1652465	NM_000441.1	7	SLC26A4	-1.26
ILMN_1800602	NM_012198.2	2	GCA	-1.26
ILMN_1718271	NM_152912.3	13	MTIF3	-1.26
ILMN_2410038	NM_022074.2	11	FAM111A	-1.27
ILMN_1678422	NM_024119.2	17	DHX58	-1.27
ILMN_1685009	NM_000632.3	16	ITGAM	-1.27
ILMN_1774806	NM_032591.1	X	SLC9A7	-1.27
ILMN_2225144	NM_173359.3	3	EIF4E3	-1.27
ILMN_1711171	NM_130898.2	1	CREB3L4	-1.27
ILMN_2375992	NM_003710.3	15	SPINT1	-1.27
ILMN_2358919	NM_147184.1	2	TP53I3	-1.27
ILMN_1660577	NM_005176.4	12	ATP5G2	-1.27
ILMN_2150661	NM_016118.3	7	NUB1	-1.27
ILMN_1778347	NM_147173.1	9	NUDT2	-1.27
ILMN_1680687	NM_006178.1	17	NSF	-1.27
ILMN_1750088	NM_006296.3	2	VRK2	-1.27
ILMN_2378100	NM_012161.2	4	FBXL5	-1.27
ILMN_1807277	NM_006332.3	19	IFI30	-1.27
ILMN_1706764	NM_018178.3	1	GOLPH3L	-1.27
ILMN_2401730	NM_001011551.1	X	C1GALT1C1	-1.28
ILMN_1684628	NM_133458.2	16	ZFP90	-1.28
ILMN_2288232	NM_000293.1	16	PHKB	-1.28
ILMN_2055634	NM_004740.3	17	TIAF1	-1.28
ILMN_2399827	NM_001538.2	16	HSF4	-1.28
ILMN_2383754	NM_001042717.1	7	GTPBP10	-1.28
ILMN_1709483	NM_005591.3	11	MRE11A	-1.28
ILMN_2151488	NM_024945.1	9	RMI1	-1.28
ILMN_2193591	NM_030930.2	11	UNC93B1	-1.28
ILMN_2323048	NM_001034025.1	12	ERP29	-1.29
ILMN_1809496	NM_012133.2	7	COPG2	-1.29
ILMN_1696254	NM_144611.2	17	CYB5D2	-1.29
ILMN_2175131	NM_016462.2	6	TMEM14C	-1.29
ILMN_2326591	NM_004033.2	5	ANXA6	-1.29
ILMN_1743394	NM_004133.3	8	HNF4G	-1.29
ILMN_2335604	NM_001075099.1	17	SKAP1	-1.29
ILMN_2380967	NM_001009934.1	X	DNASE1L1	-1.29
ILMN_1741942	NM_001001433.1	20	STX16	-1.29
ILMN_2349444	NM_147173.1	9	NUDT2	-1.29
ILMN_1797530	NM_032309.2	2	CHCHD5	-1.29
ILMN_1777853	XM_001129292.1		MBOAT2	-1.29
ILMN_2383489	NM_025197.2	17	CDK5RAP3	-1.30
ILMN_1705144	NM_003565.1	12	ULK1	-1.30
ILMN_1754421	NM_016013.2	15	NDUFAF1	-1.30
ILMN_1728380	NM_001008489.2	2	PHOSPHO2	-1.30
ILMN_1743432	NM_080918.1	2	DGUOK	-1.30
ILMN_1652407	NM_183047.1	20	ZMYND8	-1.30
ILMN_1784783	NM_003551.2	5	NME5	-1.31
ILMN_1705261	NM_005186.2	11	CAPN1	-1.31
ILMN_1695759	NM_015944.2	16	AMDHD2	-1.31
ILMN_1767135	NM_005633.2	2	SOS1	-1.31
ILMN_1711899	NM_001002857.1	15	ANXA2	-1.31
ILMN_1729546	NM_198476.2	19	C19orf54	-1.31
ILMN_1685371	NM_001042470.1	7	SUMF2	-1.31
ILMN_1680246	NM_013283.3	5	MAT2B	-1.31
ILMN_1809590	NM_016095.1	16	GINS2	-1.31
ILMN_1660635	NM_016027.1	8	LACTB2	-1.31
ILMN_1792176	NM_133480.1	3	TADA3L	-1.31
ILMN_1769883	NM_004969.1	10	IDE	-1.31
ILMN_1676075	NM_021633.2	1	KLHL12	-1.32
ILMN_1799280	NM_203314.2	3	BDH1	-1.32
ILMN_1788416	NM_021214.1	15	FAM108C1	-1.32
ILMN_1796923	NM_030941.1	16	LOC81691	-1.32
ILMN_1778144	NM_017842.1	12	FLJ20489	-1.33
ILMN_1757074	NM_001017998.2	9	GNG10	-1.33
ILMN_1809582	NM_017684.3	15	VPS13C	-1.33
ILMN_1740234	NM_183239.1	10	GSTO2	-1.33
ILMN_1756311	NM_018359.1	4	UFSP2	-1.33
ILMN_1785330	NM_014521.2	2	SH3BP4	-1.33
ILMN_1711368	NM_031466.4	8	NIBP	-1.33
ILMN_1804642	NM_014311.1	12	SMUG1	-1.34
ILMN_2198185	NM_003492.1	X	CXorf12	-1.34
ILMN_1915608				-1.34
ILMN_1767111	NM_018075.3	3	TMEM16K	-1.34
ILMN_1698715	NM_198514.2	10	NHLRC2	-1.34
ILMN_1669456	NM_002513.2	16	NME3	-1.34
ILMN_2121207	NM_138401.2	19	FAM125A	-1.34
ILMN_2399392	NM_001037633.1	5	SIL1	-1.34
ILMN_1703108	NM_004223.3	11	UBE2L6	-1.35
ILMN_2133675	NM_000199.2	17	SGSH	-1.35
ILMN_1723846	NM_015433.2	12	FAM119B	-1.35
ILMN_2273609	NM_001080429.1		KIAA1543	-1.35
ILMN_1758055	NM_033557.1	19	YIF1B	-1.35
ILMN_1697694	NM_001183.4	X	ATP6AP1	-1.35
ILMN_1805535	NM_016440.3	19	VRK3	-1.35
ILMN_1652412	NM_001031835.1	16	PHKB	-1.35
ILMN_1653480	NM_176816.2	5	KENAE	-1.35
ILMN_2381899	NM_001008213.1	10	OPTN	-1.35
ILMN_1729180	NM_001482.2	15	GATM	-1.35
ILMN_2346727	NM_001001924.1	8	MTUS1	-1.35
ILMN_1782095	NM_031424.3	20	C20orf55	-1.35
ILMN_1686748	NM_016456.2	1	TMEM9	-1.36
ILMN_1733757	NM_199337.1	11	LOC374395	-1.36
ILMN_1808260	NM_015058.1	13	KIAA0564	-1.36
ILMN_1659463	NM_013229.2	12	APAF1	-1.36
ILMN_2415267	NM_001003699.1	6	RREB1	-1.36
ILMN_1747184	NM_001098615.1	12	PUS7L	-1.36
ILMN_1765032	NM_001013714.1	3	LOC440993	-1.36
ILMN_1678612	NM_001155.3	5	ANXA6	-1.36
ILMN_1754988	NM_013240.3	21	N6AMT1	-1.36
ILMN_1794165	NM_002631.2	1	PGD	-1.36
ILMN_1790978	NM_006395.1	3	ATG7	-1.36
ILMN_2290998	NM_005125.1	11	CCS	-1.36
ILMN_1698777	NM_020421.2	14	ADCK1	-1.36
ILMN_2353633	NM_152916.1	19	EMR2	-1.36
ILMN_1769520	NM_004223.3	11	UBE2L6	-1.36
ILMN_1651507	XR_015408.1		LOC642732	-1.36
ILMN_1701455	NM_018438.4	1	FBXO6	-1.36
ILMN_1760933	NM_007033.3	1	RER1	-1.36
ILMN_1658351	NM_016068.2	7	FIS1	-1.37
ILMN_1729112	NM_020244.2	12	CHPT1	-1.37
ILMN_1730879	NM_015373.3	22	CBY1	-1.37
