ensembl_gene_id	hgnc_symbol	chromosome_name	start_position	end_position	gc	gene_short_name	mean_exprs	exprs_rank	n_cells_exprs	total_feature_exprs	pct_total_exprs	pct_dropout	total_feature_counts	log10_total_feature_counts	pct_total_counts	total_feature_tpm	log10_total_feature_tpm	pct_total_tpm	is_feature_control
LAMA5	ENSG00000130702	LAMA5	20	62307955	62367312	0.562097779574783	LAMA5	0.0396609277792036	2161	72	47.1568431294731	0.00114116610735237	93.9444911690496	72.9650625532326	1.86902662887557	0.000553534703165099	6014.05	3.7792392417563	0.000534562662569647	FALSE
LAMB1	ENSG00000091136	LAMB1	7	107923799	108003255	0.388587537913588	LAMB1	0.205020940616521	8531	120	243.769898393043	0.00589907906420073	89.9074852817494	571.051462552499	2.75743510029168	0.00433216652950007	44136.48	4.6448075337795	0.00392309912043498	FALSE
LAMB2	ENSG00000172037	LAMB2	3	49121114	49133118	0.48304872969596	LAMB2	0.292453950691881	9930	530	347.727747372647	0.00841479398436753	55.4247266610597	729.59150772828	2.86367461973987	0.00553489854637641	48484.54	4.68561223685891	0.0043095792013476	FALSE
LAMB3	ENSG00000196878	LAMB3	1	209614870	209652466	0.434396361411815	LAMB3	0.159037156679609	7448	356	189.095179292055	0.00457598506073333	70.0588730025231	475.590488811782	2.67814537099874	0.00360797114181205	31627.66	4.50008079270822	0.00281124469208728	FALSE
LAMC1	ENSG00000135862	LAMC1	1	183023460	183145592	0.405598814407245	LAMC1	0.145493600504843	7042	376	172.991891000258	0.004186295556602	68.376787216148	260.884034337544	2.41810902263119	0.00197914401021983	17771.17	4.24974045884009	0.00157960175791319	FALSE
LAMC2	ENSG00000058085	LAMC2	1	183186238	183244900	0.44002181954554	LAMC2	0.280715084095685	9788	311	333.770234989769	0.00807703091505944	73.8435660218671	736.378820991517	2.86769065963488	0.00558638912695	48209.61	4.68314262656614	0.00428514187328743	FALSE
LAMP1	ENSG00000185896	LAMP1	13	113297241	113323672	0.467425847457627	LAMP1	0.0522956859320439	3001	96	62.1795705732002	0.00150470671484607	91.9259882253995	61.0050737503788	1.7924272283956	0.000462802664841748	4217.78	3.62518687848044	0.000374900060181243	FALSE
LAMP2	ENSG00000005893	LAMP2	X	120427827	120469365	0.391150485086304	LAMP2	1.17328511999119	12844	894	1395.03600766952	0.0337589987972211	24.8107653490328	3192.67847313862	3.5042911909601	0.0242206100987176	232279.59	5.36601292048432	0.020646319217663	FALSE
LAMP3	ENSG00000078081	LAMP3	3	183122213	183163839	0.429408797174911	LAMP3	0.0839418806638377	4734	86	99.806896109303	0.00241526445710677	92.7670311185871	94.8819818525377	1.98173700219438	0.000719802982724009	10236.91	4.01021130741044	0.000909914261784629	FALSE
LAMTOR1	ENSG00000149357	LAMTOR1	11	72085895	72103387	0.437432115703424	LAMTOR1	0.569880596871573	11814	711	677.5880296803	0.0163972064901765	40.201850294365	1428.90686446569	3.15530775105536	0.010840113191098	99011.22	4.99568879814359	0.00880067531654527	FALSE
LAMTOR2	ENSG00000116586	LAMTOR2	1	156054752	156058510	0.494546421920724	LAMTOR2	1.01398154404407	12698	816	1205.62405586839	0.0291753480399079	31.3708999158957	2978.18082636113	3.47409686424474	0.0225933670445234	245665.15	5.39034531976469	0.0218361032390106	FALSE
LAMTOR3	ENSG00000109270	LAMTOR3	4	99878336	99894490	0.397585886722377	LAMTOR3	0.403297572283592	10999	628	479.520813445191	0.0116041037473877	47.1825063078217	716.625576539182	2.85589790878727	0.00543653512940845	74103.42	4.86984411249163	0.00658672965816993	FALSE
LAMTOR4	ENSG00000188186	LAMTOR4	7	100148907	100155944	0.471298664393294	LAMTOR4	1.27145474059604	12905	860	1511.75968656869	0.0365836388164755	27.6703111858705	4791.47682834242	3.68056002173845	0.0363495707546881	428884.64	5.63234150538301	0.038121684238346	FALSE
LAMTOR5	ENSG00000134248	LAMTOR5	1	110401249	110407942	0.4154466686585	LAMTOR5	1.311859021863	12926	912	1559.8003769951	0.0377461934755715	23.2968881412952	4538.57312807656	3.65701501654942	0.034430967936334	449576.74	5.65280479981524	0.0399609147186641	FALSE
LANCL1	ENSG00000115365	LANCL1	2	210431249	210477652	0.351844668563055	LANCL1	0.241883053058371	9256	509	287.598950086403	0.00695971470031686	57.1909167367536	556.933230186146	2.74658222851325	0.00422506141249392	34483.98	4.53762997845046	0.00306513051351393	FALSE
LANCL2	ENSG00000132434	LANCL2	7	55365448	55433742	0.447909803060253	LANCL2	0.078534380836311	4462	78	93.3773788143738	0.00225967416020195	93.4398654331371	134.970335501331	2.13344416915458	0.00102392517711222	10379.55	4.01622036465281	0.000922592908983926	FALSE
LAP3	ENSG00000002549	LAP3	4	17577192	17607972	0.447418862285176	LAP3	0.622734289519082	11994	680	740.431070238189	0.0179179687636548	42.8090832632464	1827.45299285341	3.26208379967172	0.013863602860743	137205.49	5.13737465440664	0.0121955973185413	FALSE
LAPTM4A	ENSG00000068697	LAPTM4A	2	20032650	20052028	0.465555498219722	LAPTM4A	2.20090246126721	13180	1033	2616.87302644671	0.0633266903983906	13.1202691337258	10679.701081736	4.028599760739	0.0810193942321076	819739	5.91367612741971	0.0728630228302359	FALSE
LAPTM4B	ENSG00000104341	LAPTM4B	8	97775057	97853013	0.377438844491194	LAPTM4B	0.226900072499227	8981	447	269.784186201581	0.00652860855735416	62.4053826745164	521.549691415126	2.71812759560846	0.003956631345484	37072.55	4.56906417414915	0.00329521720575093	FALSE
LAPTM5	ENSG00000162511	LAPTM5	1	30732469	30757820	0.496607762701168	LAPTM5	0.71028851714699	12199	434	844.533046887771	0.0204371714832839	63.4987384356602	5267.99198278289	3.72172753775749	0.039964556685447	390621.07	5.59175677711988	0.0347206024617362	FALSE
LARP1	ENSG00000155506	LARP1	5	154712902	154817607	0.388363608580215	LARP1	0.15882352458282	7444	379	188.841170728973	0.00456983821238788	68.1244743481918	230.227617271074	2.36403970393593	0.00174657529682206	17330.85	4.23884492173932	0.00154046363442192	FALSE
LARP1B	ENSG00000138709	LARP1B	4	128061268	128222931	0.36851123317498	LARP1B	0.179260179863829	7984	382	213.140353858092	0.00515786324508921	67.8721614802355	406.925739002106	2.61058110897955	0.00308705989232089	27712.02	4.44268385518928	0.00246320053813708	FALSE
LARP4	ENSG00000161813	LARP4	12	50392383	50480004	0.487594439752574	LARP4	0.259633814980568	9537	468	308.704606011896	0.00747045837222649	60.6391925988225	630.420061612883	2.80031837627232	0.00478255440978513	48681.19	4.68737010701739	0.00432705856177765	FALSE
LARP4B	ENSG00000107929	LARP4B	10	806914	931705	0.462337329315982	LARP4B	0.447762366563455	11283	676	532.389453843949	0.0128834917759548	43.1455004205214	661.04335099757	2.82088642823519	0.00501487180671911	57212.23	4.75749646675848	0.00508534548271914	FALSE
LARP7	ENSG00000174720	LARP7	4	112636964	112657592	0.347132677298948	LARP7	0.401579689527026	10983	640	477.478250847634	0.01155467501014	46.1732548359966	830.403763250487	2.91981198595709	0.00629969035197758	59110.45	4.77167161269477	0.00525406997575511	FALSE
LARS	ENSG00000133706	LARS	5	146113038	146182660	0.392370337388507	LARS	0.505578878178955	11581	679	601.133286154778	0.014547049518937	42.8931875525652	1048.67574542286	3.02105516219189	0.00795556663897312	80290.22	4.90466805693461	0.00713664731445577	FALSE
LARS2	ENSG00000011376	LARS2	3	45388506	45549421	0.41499912998086	LARS2	0.0419180338505914	2333	43	49.8405422483532	0.00120610994738825	96.3835155592935	91.4137768152665	1.96573671958425	0.000693492146021567	5263.95	3.72139425114787	0.000467889546583998	FALSE
LARS2-AS1	ENSG00000232455	LARS2-AS1	3	45483974	45509545	0.419638667292351	LARS2-AS1	0.153760052322405	7306	471	182.820702211339	0.00442414664003554	60.3868797308663	151.366650431201	2.18288992029332	0.0011483125071592	59280.73	4.77292086903488	0.005269205421949	FALSE
LAS1L	ENSG00000001497	LAS1L	X	65512582	65534775	0.388348202216815	LAS1L	0.369147720149317	10704	572	438.916639257538	0.0106215081297642	51.892346509672	1022.14681493179	3.00993795662504	0.00775431026844715	66927.27	4.82560959925774	0.00594887299735081	FALSE
LASP1	ENSG00000002834	LASP1	17	38869859	38921770	0.397884882108183	LASP1	0.210172132306287	8643	431	249.894665312175	0.00604729459263117	63.7510513036165	480.719053126323	2.68279382402666	0.00364687795866623	30507.55	4.4844215671323	0.00271168300171709	FALSE
LAT	ENSG00000213658	LAT	16	28984826	28990783	0.538100033568311	LAT	0.150005369577004	7193	60	178.356384427057	0.00431611294206544	94.9537426408747	588.213009330839	2.77027232713567	0.00446235913633669	48086.4	4.6820312961801	0.00427419027400655	FALSE
LAT2	ENSG00000086730	LAT2	7	74199652	74229834	0.482457012225425	LAT2	0.147175736866386	7095	58	174.991951134133	0.00423469576081368	95.1219512195122	534.123079063233	2.72845368185384	0.00405201681019867	49176.42	4.69176574056466	0.00437107739557258	FALSE
LATS1	ENSG00000131023	LATS1	6	149658153	149718256	0.367346599228005	LATS1	0.24842251853555	9367	486	295.374374538769	0.00714787510857314	59.1253153910849	579.453066134359	2.76376710961654	0.00439590359737969	36105.48	4.55758515137087	0.00320925857320028	FALSE
LATS2	ENSG00000150457	LATS2	13	20973032	21061547	0.448393510777713	LATS2	0.0288365404910477	1450	57	34.2866466438557	0.000829715402647064	95.2060555088309	37.5742093950278	1.58629703366207	0.000285049147034803	2572.96	3.41060179357293	0.000228699187450254	FALSE
LAX1	ENSG00000122188	LAX1	1	203765176	203776233	0.398715861819497	LAX1	0.0819242442429521	4630	96	97.4079264048701	0.00235721089080363	91.9259882253995	187.216405317218	2.27465747471414	0.00142027942851824	18926.53	4.27709394321048	0.00168229666697222	FALSE
LAYN	ENSG00000204381	LAYN	11	111540280	111561745	0.39248113295444	LAYN	0.0742374851804442	4243	44	88.2683698795481	0.00213603933963993	96.2994112699748	204.939885193585	2.31374046629736	0.00155473502725442	16109.25	4.20710227988403	0.00143188094079698	FALSE
LBH	ENSG00000213626	LBH	2	30231531	30323730	0.418275488069414	LBH	0.285530461579325	9842	460	339.495718817817	0.00821558404243531	61.3120269133726	864.178906943256	2.93710592279917	0.00655591865473132	63560.28	4.80319263446579	0.00564959594790071	FALSE
LBR	ENSG00000143815	LBR	1	225401502	225428925	0.395602392065344	LBR	0.325816548779844	10285	510	387.395876499234	0.00937473789700502	57.1068124474348	770.159951337456	2.88714446725788	0.0058426628462383	55176.66	4.74176327877028	0.00490441254750129	FALSE
LBX2-AS1	ENSG00000257702	LBX2-AS1	2	74502595	74504678	0.48320537428023	LBX2-AS1	0.0210396207173783	913	28	25.0161090329627	0.000605374191140594	97.6450798990748	48.3955088545244	1.69368746373406	0.000367142748747308	3963.58	3.59819718576616	0.000352305331367016	FALSE
LCA5	ENSG00000135338	LCA5	6	79484991	79537458	0.39092399176641	LCA5	0.0427153590893547	2383	50	50.7885619572427	0.00122905143136156	95.7947855340622	88.1098304958238	1.94992561755638	0.00066842742489052	5365.56	3.72969598928639	0.00047692121611513	FALSE
LCAT	ENSG00000213398	LCAT	16	67939750	67944131	0.523961661341853	LCAT	0.0352490873647998	1870	34	41.911164876747	0.00101422397478318	97.1404541631623	72.6918362144979	1.86741937817958	0.000551461926756553	4666.38	3.66907316089904	0.000414774156743251	FALSE
LCK	ENSG00000182866	LCK	1	32251239	32286165	0.490709193460647	LCK	0.287080706220821	9870	239	341.338959696557	0.00826018931876242	79.8990748528175	1738.25918418198	3.24036430533371	0.0131869520544604	153913.24	5.18727880220528	0.013680676312821	FALSE
LCLAT1	ENSG00000172954	LCLAT1	2	30447226	30644225	0.459329949238579	LCLAT1	0.33432309147149	10373	588	397.510155759602	0.0096194971286724	50.5466778805719	589.962929856971	2.77156023914946	0.00447563455480547	44838.83	4.65166395739747	0.00398552794727476	FALSE
LCMT1	ENSG00000205629	LCMT1	16	25111729	25178231	0.45901688645625	LCMT1	0.396667810638009	10950	550	471.638026848593	0.0114133452423955	53.7426408746846	1230.05874001289	3.09027877580284	0.00933159207575444	95473.21	4.97988607349668	0.00848619704553023	FALSE
LCMT2	ENSG00000168806	LCMT2	15	43323649	43330605	0.379905131522208	LCMT2	0.0456550859723314	2568	30	54.283897221102	0.00131363635843139	97.4768713204373	114.296026933723	2.06181434189583	0.000867083712777623	7856.07	3.89526062236703	0.000698291782830793	FALSE
LCOR	ENSG00000196233	LCOR	10	96832260	96995959	0.391753207086133	LCOR	0.0924398787461556	5130	196	109.911015829179	0.00265977783424899	83.515559293524	143.235955120317	2.1590735347518	0.00108663063013548	9091.89	3.95870193730064	0.000808138430207655	FALSE
LCORL	ENSG00000178177	LCORL	4	17841199	18021876	0.357049557776818	LCORL	0.129806872881237	6533	122	154.34037185579	0.00373494045974231	89.7392767031119	275.453840190101	2.44162262705387	0.00208967489823058	28649.33	4.45712962861942	0.00254651393414363	FALSE
LCP1	ENSG00000136167	LCP1	13	46125920	46211871	0.435498883097543	LCP1	0.640404661456153	12048	522	761.441142471366	0.0184263993699975	56.0975609756098	2922.6889010809	3.46593115907521	0.0221723887665203	234432.19	5.37001909716455	0.0208376544389277	FALSE
LCP2	ENSG00000043462	LCP2	5	170246237	170298227	0.412686811178858	LCP2	0.143709045624957	6992	121	170.870055248073	0.00413494845859729	89.8233809924306	244.864642078183	2.39069607711431	0.00185761612784872	31248.08	4.49483723586234	0.00277750548216083	FALSE
LDB1	ENSG00000198728	LDB1	10	102107560	102120453	0.470761594540096	LDB1	0.0457926753137664	2577	48	54.4474909480683	0.00131759522429688	95.9629941126997	79.4884300874013	1.90573345663712	0.000603022912800067	7049.86	3.84824209152698	0.000626631293777613	FALSE
LDB2	ENSG00000169744	LDB2	4	16501541	16898809	0.401969446395264	LDB2	0.0726671645579362	4142	44	86.4012586593862	0.00209085641598119	96.2994112699748	249.424256892655	2.3986763937253	0.00189220672428704	18216.87	4.26049759868957	0.00161921808612917	FALSE
LDB3	ENSG00000122367	LDB3	10	86668449	86736068	0.396021887015676	LDB3	0.0353077649005707	1872	41	41.9809324667785	0.00101591230682264	96.551724137931	17.6220601030398	1.27002772400794	0.000133686198119507	3228.94	3.50919445486642	0.000287006387322626	FALSE
LDHA	ENSG00000134333	LDHA	11	18394388	18408425	0.482618606639122	LDHA	2.01092910457528	13146	1000	2390.99470534001	0.057860576313423	15.8957106812447	10159.061410765	4.00689633297504	0.077069666572837	736936.28	5.86743052705985	0.0655030503539164	FALSE
LDHAL6A	ENSG00000166800	LDHAL6A	11	18455824	18479600	0.421625941035454	LDHAL6A	0.0163444500089615	600	13	19.4335510606552	0.000470279780074187	98.9066442388562	8.36333517798509	0.971430570041403	6.34467523664326e-05	2011.15	3.30366035299625	0.000178762347972988	FALSE
LDHB	ENSG00000111716	LDHB	12	21635342	21757857	0.374791863919815	LDHB	2.25169876241936	13187	925	2677.26982851662	0.0647882552305704	22.2035323801514	23373.3040296723	4.36873868861096	0.177316848027276	2031359.72	6.30778705033504	0.180558701799941	FALSE
LDLR	ENSG00000130164	LDLR	19	11089362	11133816	0.521921043752109	LDLR	0.602044349052869	11929	605	715.830731023861	0.0173226559420631	49.1169049621531	1559.69629162809	3.19331839844818	0.0118323207519242	109620.82	5.03989700818496	0.00974371636622044	FALSE
LDLRAD1	ENSG00000203985	LDLRAD1	1	54007299	54018186	0.523879500367377	LDLRAD1	0.0147149499227105	512	11	17.4960754581028	0.000423394082374183	99.0748528174937	15.4149281859538	1.21523898706461	0.000116942237820986	1758.97	3.24550526500421	0.000156347168144617	FALSE
LDLRAD2	ENSG00000187942	LDLRAD2	1	21812265	21825221	0.48931079725245	LDLRAD2	0.0112094389068229	321	32	13.3280228602124	0.000322529816602293	97.3086627417998	12.1451126185646	1.11876431120401	9.2136442743665e-05	979.8	2.99158045717434	8.70901467040913e-05	FALSE
LDLRAD3	ENSG00000179241	LDLRAD3	11	35943981	36232136	0.439116311997668	LDLRAD3	0.141557097823918	6926	354	168.311389312639	0.00407303034339314	70.2270815811606	328.220357963884	2.51748668279178	0.00248997742290337	19218.63	4.28374502274434	0.00170826016141218	FALSE
LDLRAD4	ENSG00000168675	LDLRAD4	18	13217498	13652755	0.464359069793088	LDLRAD4	0.051341761946895	2928	76	61.0453549548581	0.00147725940632866	93.6080740117746	95.27651986312	1.98352038331093	0.000722796065617836	6766.23	3.8304109372391	0.000601420660679346	FALSE
LDLRAD4-AS1	ENSG00000267690	LDLRAD4-AS1	18	13419421	13427480	0.481637717121588	LDLRAD4-AS1	0.0210919431477395	917	20	25.0783204026623	0.000606879667374408	98.3179142136249	46.3028335643135	1.67488715690032	0.000351267090520568	3333.96	3.52309062929201	0.000296341156874436	FALSE
LDLRAP1	ENSG00000157978	LDLRAP1	1	25543580	25568886	0.446753862567669	LDLRAP1	0.0915822188494327	5086	70	108.891258211976	0.0026351003377662	94.1126997476871	214.419886127211	2.33328579198273	0.00162665313873375	15969.29	4.20331280244132	0.00141944050710367	FALSE
LDOC1	ENSG00000182195	LDOC1	X	141175745	141177125	0.32729905865315	LDOC1	0.24909766136144	9379	522	296.177119358753	0.00716730103110369	56.0975609756098	629.046670320062	2.79937272074209	0.00477213545426041	39318.44	4.59460732384368	0.00349484456805063	FALSE
LECT2	ENSG00000145826	LECT2	5	135922279	135955034	0.3637196238857	LECT2	0.021956232434884	967	16	26.105960365077	0.000631747911680941	98.6543313708999	36.5034136945837	1.57407080056092	0.000276925771826793	5072.35	3.70529482443555	0.000450859058618593	FALSE
LEF1	ENSG00000138795	LEF1	4	108047545	108168956	0.354149507462195	LEF1	0.0482009634519175	2732	35	57.3109455443299	0.00138688903444919	97.0563498738436	107.15604019917	2.03405077853164	0.000812917646177874	9589.05	3.98182087147384	0.000852328813281146	FALSE
LEKR1	ENSG00000197980	LEKR1	3	156825481	157046129	0.40053659885157	LEKR1	0.0180400656420586	708	23	21.4496380484076	0.000519067824124982	98.0656013456686	29.7713919911104	1.48814714266879	0.000225854649498701	2501.05	3.39829598421716	0.000222307421325033	FALSE
LEMD1	ENSG00000186007	LEMD1	1	205381378	205457091	0.499299997358481	LEMD1	0.0621242163136182	3590	25	73.8656931968921	0.00178750357272535	97.8973927670311	294.275229404168	2.47022701559257	0.00223245956430501	31125.44	4.49312945229938	0.00276660454769279	FALSE
LEMD1-AS1	ENSG00000226235	LEMD1-AS1	1	205373252	205387440	0.453943195433082	LEMD1-AS1	0.108307429371559	5794	383	128.777533522783	0.00311633576151722	67.7880571909167	58.3465531326633	1.77339550005666	0.000442634335377057	14701.87	4.16740211729947	0.00130678507361143	FALSE
LEMD2	ENSG00000161904	LEMD2	6	33771202	33789136	0.512182882631726	LEMD2	0.0454242723186229	2551	54	54.0094597868427	0.00130699514418162	95.4583683767872	103.435915608548	2.01884987863008	0.000784695672688779	7578.73	3.87965373576417	0.000673640240386505	FALSE
LEMD3	ENSG00000174106	LEMD3	12	65169571	65248327	0.41051589065099	LEMD3	0.0886099058490712	4960	110	105.357178054546	0.00254957780850671	90.7485281749369	167.529588421664	2.22667616016379	0.00127092937021335	10891.48	4.03712677118777	0.000968096132909447	FALSE
LENG1	ENSG00000276959	LENG1	CHR_HSCHR19_4_CTG3_1	54156123	54160192	NA	LENG1	0.146115351029261	7058	265	173.731152373791	0.00420418521943703	77.7123633305299	344.292083508224	2.53818662141894	0.0026119023211661	26077.35	4.41628010973764	0.0023179018546172	FALSE
LENG8	ENSG00000276681	LENG8	CHR_HSCHR19_4_CTG3_1	54456812	54469943	NA	LENG8	0.0956577388716122	5289	161	113.737051518347	0.00275236550475975	86.4592094196804	202.484255554548	2.30853081164327	0.00153610588920172	14066.8	4.14822618538319	0.00125033647239958	FALSE
LENG9	ENSG00000273574	LENG9	CHR_HSCHR19_4_CTG3_1	54469723	54471641	NA	LENG9	0.0100130590903855	253	27	11.9055272584684	0.000288106312804314	97.7291841883936	8.46518829227266	0.976129257864699	6.4219440436733e-05	1174	3.07003786660776	0.000104351737324559	FALSE
LEO1	ENSG00000166477	LEO1	15	51938025	51971806	0.395358474927476	LEO1	0.294355669021811	9957	524	349.988890466933	0.00846951223291502	55.9293523969722	813.245105995225	2.910755156926	0.0061695196659239	59034.33	4.77111199523356	0.00524730400109996	FALSE
LEP	ENSG00000174697	LEP	7	128241284	128257628	0.398225757112267	LEP	0.0278350769699132	1377	26	33.0959065172268	0.000800900236384924	97.8132884777124	7.14601872375351	0.910945403983895	5.42118270669514e-05	1856.93	3.26902934733985	0.000165054405102295	FALSE
LEPR	ENSG00000116678	LEPR	1	65420652	65641559	0.431491842758071	LEPR	0.217359692183379	8781	478	258.440674006038	0.0062541026575349	59.798149705635	563.679922709158	2.7518023465971	0.00427624383202994	123509.39	5.0917034930602	0.0109782107516155	FALSE
LEPROT	ENSG00000213625	LEPROT	1	65420587	65436007	0.44841449970819	LEPROT	0.575835021026459	11837	423	684.667840000459	0.0165685334715367	64.4238856181665	927.314867254051	2.96769530587149	0.00703488685987995	92767.15	4.9673988959011	0.00824566717985348	FALSE
LEPROTL1	ENSG00000104660	LEPROTL1	8	30095398	30177208	0.442678857366369	LEPROTL1	0.360694173770099	10631	589	428.865372612648	0.0103782737639772	50.4625735912531	862.084450389717	2.93605329228978	0.00654002948331028	62988.03	4.79926492048051	0.00559873114237773	FALSE
LETM1	ENSG00000168924	LETM1	4	1811479	1856247	0.539011369474413	LETM1	0.439384554700931	11217	460	522.428235539406	0.0126424365236795	61.3120269133726	487.264791674081	2.68865540883675	0.00369653588147533	49743.1	4.69674157775727	0.0044214471080999	FALSE
LETM2	ENSG00000165046	LETM2	8	38386207	38409527	0.430255992453154	LETM2	0.0336115116672493	1764	40	39.9640873723594	0.000967105917064706	96.6358284272498	77.601122489847	1.89542874817256	0.000588705235075453	5337.9	3.72745178640297	0.000474462639407807	FALSE
LETMD1	ENSG00000050426	LETMD1	12	51047962	51060424	0.396373264863997	LETMD1	0.171737989280245	7796	346	204.196469254212	0.00494142683203254	70.8999158957107	560.888707415736	2.74965030392919	0.00425506884122133	41458.25	4.61762144141902	0.00368504294202377	FALSE
LFNG	ENSG00000106003	LFNG	7	2512529	2529177	0.586041203675896	LFNG	0.0258066795203388	1215	26	30.6841419496828	0.000742537042397615	97.8132884777124	51.3149969624945	1.71862620443943	0.000389290855343671	3989.61	3.60103928651013	0.000354619024486742	FALSE
LGALS1	ENSG00000100097	LGALS1	22	37675608	37679806	0.513217432722077	LGALS1	2.10738594904325	13165	913	2505.68189341242	0.0606359345284853	23.2127838519764	17409.6408177025	4.24081475609553	0.132074722134409	1619972.67	6.20950795585952	0.143992301987057	FALSE
LGALS3	ENSG00000131981	LGALS3	14	55124110	55145413	0.439729628238828	LGALS3	0.895503758131127	12555	733	1064.75396841791	0.0257663800371752	38.3515559293524	3760.65372058937	3.57537881403228	0.0285294395439525	286244.18	5.45673818245003	0.0254429961516558	FALSE
LGALS3BP	ENSG00000108679	LGALS3BP	17	78971238	78980109	0.596370604147881	LGALS3BP	0.887855960078537	12541	691	1055.66073653338	0.0255463295133429	41.8839360807401	4343.7258048755	3.63796237337685	0.0329527980912533	333932.31	5.52365974228784	0.0296817859431885	FALSE
LGALS8	ENSG00000116977	LGALS8	1	236518000	236552981	0.423331999313933	LGALS8	0.215121593466842	8740	489	255.779574632075	0.00618970571718998	58.8730025231287	363.30985927205	2.56147092465808	0.00275617683411687	25648.42	4.40907754903273	0.00227977613852638	FALSE
LGALS9	ENSG00000168961	LGALS9	17	27629798	27649560	0.436623994332844	LGALS9	0.154232413117402	7322	113	183.382339196592	0.00443773790377739	90.4962153069807	309.606089177903	2.4922099654635	0.00234876403410422	22623.74	4.35458359706115	0.00201092553132805	FALSE
LGALSL	ENSG00000119862	LGALSL	2	64453969	64461381	0.433832456495346	LGALSL	0.0936846957616133	5193	79	111.391103260558	0.00269559502430073	93.3557611438183	173.434294189673	2.24163187230047	0.00131572422737101	14528.49	4.16225037038384	0.0012913740819442	FALSE
LGMN	ENSG00000100600	LGMN	14	92703807	92748702	0.464295260156807	LGMN	0.812538116556595	12412	496	966.107820585791	0.0233792049623338	58.2842724978974	2895.41533245161	3.46186083779399	0.0219654833492262	250077.82	5.39807691145607	0.0222283262209015	FALSE
LGR4	ENSG00000205213	LGR4	11	27365961	27472775	0.381809670926368	LGR4	0.0411756020927168	2288	59	48.9577908882403	0.00118474791663029	95.0378469301934	101.327455020959	2.00999217295342	0.000768700262493186	6922.86	3.84034827788589	0.000615342817934155	FALSE
LGR6	ENSG00000133067	LGR6	1	202193901	202319781	0.47298639190982	LGR6	0.0267414387438721	1280	21	31.7955706664639	0.000769432922150346	98.2338099243061	86.3425935449511	1.94122608368719	0.000655020638864537	8697.02	3.93942040193585	0.000773040158898159	FALSE
LGSN	ENSG00000146166	LGSN	6	63275951	63319977	0.360119926408795	LGSN	0.0214242462645791	937	16	25.4734288085846	0.000616441043659301	98.6543313708999	11.5833322511245	1.09979566389476	8.78746095038451e-05	1841.49	3.26540513943117	0.000163682010873767	FALSE
LHFP	ENSG00000183722	LHFP	13	39342892	39603528	0.378963846268949	LHFP	0.188647072108606	8203	106	224.301368737133	0.00542795282400032	91.0849453322119	685.464022381121	2.83661778077045	0.00520013429553729	49808.98	4.69731636735191	0.00442730289383665	FALSE
LHFPL2	ENSG00000145685	LHFPL2	5	78485215	78770021	0.397356806539165	LHFPL2	0.124435414696574	6360	99	147.953708074226	0.00358038719105625	91.6736753574432	224.807167834425	2.35373772368961	0.0017054541524696	24617.75	4.39126599815322	0.00218816437949035	FALSE
LHFPL5	ENSG00000197753	LHFPL5	6	35805293	35833874	0.401651388986075	LHFPL5	0.0169657886577235	633	25	20.1723227140333	0.000488157591987784	97.8973927670311	15.2528339090278	1.21092909723781	0.000115712542343133	1217.81	3.08593600883173	0.000108245817062369	FALSE
LHPP	ENSG00000107902	LHPP	10	124461834	124617888	0.428348979526449	LHPP	0.128788234260514	6496	381	153.129210535751	0.003705631113373	67.9562657695542	212.456881760267	2.32931016083747	0.00161176120276405	14237.3	4.1534581392522	0.00126549147343352	FALSE
LIAS	ENSG00000121897	LIAS	4	39458587	39485109	0.414357350224334	LIAS	0.215079684287784	8737	422	255.729744618175	0.00618849986202205	64.5079899074853	309.458458996218	2.49200349747345	0.00234764406756219	58407.4	4.76647530963486	0.00519157892896973	FALSE
LIF	ENSG00000128342	LIF	22	30240447	30246851	0.456518345042935	LIF	0.0613158663135524	3541	45	72.9045650468138	0.00176424487267454	96.215306980656	174.396091325331	2.24401991095274	0.00132302070699238	10115.67	4.00503758378697	0.000899137767207772	FALSE
LIFR	ENSG00000113594	LIFR	5	38474963	38608354	0.394506417176442	LIFR	0.0256715306759966	1201	21	30.5234499737599	0.000738648397092347	98.2338099243061	33.7336034686921	1.54074984191676	0.000255913166237728	5001.81	3.69921400927588	0.000444589065815463	FALSE
LIFR-AS1	ENSG00000244968	LIFR-AS1	5	38556786	38671216	0.41591876327219	LIFR-AS1	0.0602136869703745	3480	60	71.5940738077753	0.00173253180439584	94.9537426408747	54.660675326122	1.74554847128708	0.000414672168195219	12223.77	4.08724069694327	0.00108651757764551	FALSE
LIG1	ENSG00000105486	LIG1	19	48115445	48170603	0.493047372142352	LIG1	0.11789292580639	6147	264	140.174688783797	0.0033921397899674	77.7964676198486	276.200152132476	2.44279346428853	0.00209533664297574	18788.89	4.27392423765599	0.00167006244795574	FALSE
LIG3	ENSG00000005156	LIG3	17	34980494	35009743	0.510564102564103	LIG3	0.109506952357115	5835	102	130.20376635261	0.00315084970389718	91.421362489487	280.219413211269	2.44904529771164	0.00212582795498647	17845.6	4.2515554898104	0.00158621751584255	FALSE
LIG4	ENSG00000174405	LIG4	13	108207439	108218368	0.386733760292772	LIG4	0.0482500470294029	2739	39	57.36930591796	0.0013883013189869	96.7199327165686	91.1061072324188	1.96428842769309	0.000691158072901431	6780.64	3.83133473174652	0.000602701502702214	FALSE
